,Screen Name,Id,Age in Years,# of Followers,# of Followings,Follower/Following Ratio,URL,Verified,Number of Tweets,# of liked Tweets,# of lists,Botometer,Bot: 3.5 Threshold,Bot: 4.0 Threshold
602,eoanamarreem,2303161360,7,889,3243,0.27,1,0,8102,3670,1,1.4,0,0
603,bitcoinjansen,976420755113209000,3,94,412,0.23,0,0,1225,2270,0,1.2,0,0
604,rasthemass,1303379897927240000,1,67,144,0.47,0,0,532,3085,0,1.8,0,0
605,lunarcrush,988992203568562000,3,60663,1154,52.57,1,0,12982,28805,559,0.8,0,0
606,dmiliankos,774118438579032000,5,25,41,0.61,0,0,1322,2474,0,2.4,0,0
607,ogginunmarzo,97880894,12,139,574,0.24,0,0,5867,1766,1,0.4,0,0
608,koroushak,1392927426,8,138596,1885,73.53,1,0,23106,82312,2037,0.2,0,0
609,aman__seh_,1285917017476750000,1,38,662,0.06,0,0,2397,9339,1,1.6,0,0
610,acesforlaces,1722128888,8,1551,947,1.64,1,0,1044,248,5,1.6,0,0
611,markansatz,2798885813,7,42,34,1.24,0,0,1764,1807,1,3.3,0,0
612,grayscale,2800345565,7,258684,396,653.24,1,1,3906,558,2085,2.8,0,0
613,tesla,13298072,13,8620828,75,114944.37,1,1,7648,3275,17002,0.4,0,0
614,jpmorgan,1155522630,8,571063,48,11897.15,1,1,7455,490,3480,2.0,0,0
615,microstrategy,14883246,13,104624,3529,29.65,1,1,11806,7304,1295,2.8,0,0
616,bigwill72594006,910417203614318000,4,33,309,0.11,0,0,308,116,0,2.8,0,0
617,hosenbilla,1279381048254550000,1,26,616,0.04,0,0,1208,521,0,3.2,0,0
618,stealeruv,1009758020119580000,3,16,319,0.05,0,0,393,385,0,3.0,0,0
619,norasen5,1357147309683930000,0,1,39,0.03,0,0,35,12,0,4.1,1,1
620,faizan73997984,1285480859156370000,1,0,56,0.0,0,0,46,65,0,4.1,1,1
621,subhash12582615,1360510131516140000,0,14,31,0.45,0,0,124,124,0,2.8,0,0
622,yilerkazanir2,1374068689528610000,0,37,243,0.15,0,0,66,100,0,3.4,0,0
623,iberkeoktay,1099031051203160000,2,44388,365,121.61,1,0,2613,6102,281,1.4,0,0
